stop_name,stop_id,stop_lat,stop_lon
B Channasandra Bridge(Ramamurthy Nagara Ring Road),46b,13.01311,77.66257
B Channasandra Bridge(Ramamurthy Nagara Ring Road),4je,13.01229,77.66199
B Channasandra Bridge(Ramamurthy Nagara Ring Road),6fl,13.0112,77.66232
B Channasandra Bridge(Ramamurthy Nagara Ring Road),nb,13.01354,77.66209
B Hosur Circle,1gc,12.7425,77.44816
B Hosur Circle,3,12.74247,77.4482
B Hosur Water Tank,60r,12.74258,77.45109
B Krishnappa Nagara,jt,12.99714,77.40872
B Marenahalli,14x,13.16635,77.73759
B Marenahalli,2x5,13.16626,77.73752
B Marenahalli,3e9,13.17023,77.73952
B Nagasandra,2rk,12.94368,77.65363
B Nagasandra,5ev,12.94367,77.65359
B Narayanapura,2uz,13.00028,77.68415
B Narayanapura,3q5,13.00039,77.68399
B Narayanapura Ring Road,5bb,12.99589,77.68387
B Narayanapura Ring Road,6ga,12.99583,77.68417
B Palya Razakapalya,2wz,13.1444,77.65941
B Palya Razakapalya,3x8,13.14436,77.6594
BCC Layout,5tc,12.95128,77.52978
BCC Layout Cross,2hs,12.95473,77.53486
BCMC Layout Raghuvanahalli,1al,12.87833,77.54947
BCMC Layout Raghuvanahalli,4r,12.87838,77.54934
BDA Complex Banashankari 2nd Stage,26m,12.92448,77.56464
BDA Complex Banashankari 2nd Stage,5p1,12.9247,77.56428
BDA Complex Cross Nagarabhavi,154,12.97199,77.51278
BDA Complex Cross Nagarabhavi,48l,12.97211,77.51293
BDA Complex HBR Layout,126,13.02589,77.62809
BDA Complex HSR Layout,26f,12.91282,77.63805
BDA Complex HSR Layout,641,12.91296,77.63807
BDA Complex Koramangala,1yc,12.93109,77.62248
BDA Complex Koramangala,qc,12.93094,77.62221
BDA Complex Nagarabhavi,2m0,12.97983,77.51054
BDA Complex Nagarabhavi,3wf,12.97938,77.51073
BDA Complex Nagarabhavi,5br,12.97958,77.51064
BDA Flats Kommaghatta,6bj,12.91473,77.46208
BDA Park Bande Maramma Temple,6jv,12.96948,77.5148
BDS Nagara,42p,13.06573,77.64309
BDS Nagara,ij,13.0657,77.64308
BEL Circle,2dk,13.0452,77.55669
BEL Circle,46o,13.04376,77.55806
BEL Circle,4k1,13.04639,77.55583
BEL Circle,5dc,13.04402,77.55489
BEL Circle,5kt,13.04339,77.55713
BEL Circle,5ot,13.04588,77.55654
BEL Factory,4nq,13.04887,77.55861
BEL Hospital,4ij,13.05064,77.55745
BEL Hospital,6ns,13.04987,77.55755
BEL Layout Dasanapura,15n,13.08929,77.42317
BEL Layout Dasanapura,2ys,13.08927,77.4232
BEL Market,13t,13.05189,77.55192
BEL Market 1,5hx,13.05192,77.55193
BEML Complex,42i,12.91952,77.52033
BEML Complex,5v5,12.91973,77.52028
BEML Factory,411,12.97146,77.65908
BEML Gate,a3,12.97146,77.65859
BEML Gate,wa,12.9714,77.65873
BEML Layout 5th stage,2aj,12.90685,77.52137
BEML Layout 5th stage,2vf,12.90684,77.52107
BEML Layout 5th stage,3ln,12.90684,77.52111
BEML Layout Gate,1jv,12.96083,77.71641
BEML Layout Gate,3jb,12.96054,77.7165
BGS College Chikkaballapura,214,13.39551,77.72662
BGS College Chikkaballapura,23x,13.39584,77.72679
BGS College Gate Devagere,1m2,12.84762,77.46871
BGS College Gate Devagere,6ho,12.84759,77.46868
BGS Health City,3mf,12.90313,77.49819
BGS Health City Gate Abhiman Studio,1oc,12.90714,77.49909
BGS Health City Gate Abhiman Studio,30c,12.90706,77.49921
BGS International Residential School,2cv,12.84663,77.46205
BGS PU College Thotagere,2mi,13.14427,77.45146
BGS PU College Thotagere,wr,13.14428,77.45141
BGS School Banandur,2fy,12.77952,77.39727
BGS School Banandur,hc,12.77941,77.39728
BHEL,13i,12.84492,77.66026
BHEL,2d6,12.94874,77.53559
BHEL,2em,12.8452,77.66026
BHEL,9,12.94872,77.53583
BHEL,yd,12.84506,77.65993
BHEL Concord Layout,2t5,12.90822,77.50942
BHEL Layout,4nl,12.91624,77.50835
BHEL Layout Cross,13x,12.91577,77.51103
BHEL Layout Cross,44p,12.91617,77.51305
BHEL Layout Cross,5b0,12.91583,77.51098
BHEL Layout Maramma Temple,xr,12.92192,77.5088
BHEL Layout Water Tank,183,12.91904,77.50901
BHEL Layout Water Tank,6fv,12.91895,77.50906
BIES Kuduregere,1gp,13.06249,77.46974
BK Circle,287,12.87056,77.58309
BK Circle,44b,12.87067,77.58316
BK Circle,6f9,12.87062,77.58325
BME-1 NICE Road,1dn,12.91943,77.53179
BME-1 NICE Road,zo,12.91947,77.53196
BME-2 NICE Road,65j,12.89334,77.51352
BME-2 NICE Road,69z,12.89345,77.51346
BMSIT College Campous Yelahanka,nv,13.1337,77.56811
BMTC Training Centre,4f7,13.01991,77.44837
BMTC Training Centre,5nx,13.01994,77.44841
BN Bachegowda Badavane,39a,12.9627,77.84542
BN Bachegowda Badavane Colony,4k6,12.96279,77.84504
BN Bachegowda Badavane Colony,4nr,12.96278,77.84512
BOB Colony,3pf,12.89299,77.5864
BP Indian School Nelamangala,2mq,13.08764,77.37555
BP Indian School Nelamangala,3ho,13.0877,77.37529
BPL,2g2,12.88691,77.59676
BPL,3wo,12.98531,77.74768
BPL,4wj,12.98525,77.74828
BPL,6c9,12.88702,77.59697
BRV Talkies Cubbon Road,2ic,12.97911,77.60273
BRV Talkies Cubbon Road,3qb,12.97941,77.60223
BSF Yalahanka,5xm,13.12915,77.60494
BSF Yalahanka,6bb,13.12912,77.60492
BTL College,1ez,12.8117,77.69472
BTL College,2yi,12.81185,77.69485
BTM Layout 16th Main,4v3,12.9165,77.60932
BTM Layout 16th Main,647,12.91662,77.60912
BTM Layout 16th Main Road,3yd,12.91627,77.61014
BTM Layout Water Tank,24d,12.91667,77.60718
BTM Layout Water Tank,34z,12.91654,77.60711
BTR Garden,4iz,12.89033,77.64645
BTR Garden,5hb,12.89028,77.64662
BTS Layout Basaveshwaranagara,16g,12.97707,77.48056
BTS Layout Basaveshwaranagara,4pf,12.97704,77.4804
BUC ADM Block,5tx,12.95005,77.50086
BUC ADM Block,6oh,12.95007,77.50069
BUC Ladies Hostel,4lp,12.94174,77.5061
BUC Ladies Hostel,lf,12.94187,77.50602
BUC Library,1v9,12.9443,77.50421
BUC Library,3j9,12.94439,77.50435
BUC Quarters,6gm,12.95203,77.49917
BWSSB Quarters Nayandahalli,22p,12.94013,77.52412
BWSSB Quarters Nayandahalli,yc,12.93987,77.5236
BWSSB Tavarekere,17f,12.97007,77.39937
BWSSB Tavarekere,5e4,12.96999,77.39935
Babusabpalya,2aw,13.0226,77.64702
Babusabpalya,640,13.02274,77.64721
Babusabpalya 302,2hh,13.02285,77.64747
Bachahalli Gate,2hm,13.21205,77.67332
Bachahalli Gate,6l7,13.21219,77.6732
Bachahalli Government School,666,13.24343,77.57954
Bachenahatti,6ji,12.955,77.30395
Bachenahatti,op,12.95476,77.30408
Badekatte,1ay,12.81806,77.48975
Badekatte,1uh,12.8181,77.48975
Badrapura,10n,12.87177,77.42746
Bagalagunte,2af,13.05657,77.50728
Bagalagunte,38m,13.05665,77.50735
Bagalur,3f8,13.13468,77.66816
Bagalur,53q,13.1346,77.6679
Bagalur,bg,13.13453,77.66797
Bagalur Colony,21s,13.14146,77.6713
Bagalur Colony,3w2,13.14146,77.67118
Bagalur Cross,2if,13.12211,77.61116
Bagalur Cross,35o,13.12184,77.61128
Bagalur Cross,5ee,13.12175,77.61129
Bagalur Cross,wk,13.12198,77.61061
Bagalur Santhe,19t,13.13351,77.66675
Bagalur Santhe,1ea,13.13334,77.6668
Bagluru Old police Station,5ks,13.12952,77.66661
Bagluru Old police Station,624,13.12977,77.6667
Bagmane Tech Park,136,12.98065,77.65654
Bagmane Tech Park,af,12.98076,77.65642
Bagmane Tech Park (Graphite India),4et,12.97028,77.70706
Baguru,69g,12.89677,77.84224
Baguru,a6,12.89645,77.84275
Baguru Colony,27z,12.89457,77.8465
Baguru Colony,2dz,12.89469,77.84648
Baladimmanahalli,2l8,13.1898,77.74341
Baladimmanahalli,5w8,13.18959,77.74336
Balaganahalli Cross,35u,12.89314,77.94176
Balageranahalli Cross,1bc,12.78744,77.73468
Balagere,1t3,12.9396,77.72902
Balagere,5ln,12.93963,77.72901
Balaji Badavane Sulikere,10c,12.93565,77.44331
Balaji Badavane Sulikere,1wy,12.93569,77.44328
Balaji Layout,3bv,12.96005,77.48932
Balaji Layout,5c6,12.96002,77.48914
Balaji Layout 100ft Road,3ht,12.87772,77.53984
Balaji Theatre Magadi,4ca,12.96057,77.23686
Balavikas International School,495,12.96696,77.51453
Balavikas School Gidadakonenahalli,58p,12.97008,77.4914
Balekatte,5jc,12.92767,77.21026
Balenahalli,hv,12.89564,77.19349
Balepura,36f,13.19917,77.77892
Balepura,6jn,13.1992,77.77896
Balepura Gate,2sz,13.19786,77.77725
Balepura Gate,3rn,13.19791,77.77734
Balepura Gate,583,13.19764,77.77686
Baleveeranahalli,1cy,13.01854,77.39391
Baleveeranahalli,4ri,13.0186,77.39394
Balluru,bn,12.75424,77.78728
Balluru Cross,2c0,12.74971,77.77934
Balluru Cross,3rd,12.74978,77.77932
Baluvanahalli Cross,4rc,13.26238,77.80811
Bamboo Bazaar,1iq,12.99192,77.60332
Bamboo Bazaar,1m4,12.99208,77.60402
Banahalli,321,13.21376,77.91228
Banandur Circle,55z,12.77536,77.39841
Banandur Circle,t1,12.77538,77.39844
Bananduru,5aa,12.77677,77.3979
Bananduru,5rs,12.77677,77.39795
Banarahalli,6e2,12.95716,77.86284
Banasawadi,26o,13.01452,77.65234
Banasawadi,2et,13.01441,77.65102
Banasawadi 100 Feet Road,1ee,13.01513,77.64963
Banasawadi 100 Feet Road,646,13.01508,77.64969
Banashankari,32,12.91631,77.57373
Banashankari,6r,12.91679,77.57325
Banashankari 1st Stage Muneshwara Block KEB,3go,12.94211,77.55079
Banashankari 1st Stage Muneshwara Block KEB,4jh,12.94213,77.55061
Banashankari 3rd Stage 3rd Phase,3xs,12.92761,77.55125
Banashankari 3rd Stage 3rd Phase,q1,12.92763,77.5514
Banashankari 5th Stage,1sv,12.9022,77.52809
Banashankari Bus Station,16m,12.91765,77.57403
Banashankari Bus Station,3rg,12.91779,77.57272
Banashankari Bus Station,4pb,12.91736,77.5727
Banashankari Hunasemara,3bn,12.92084,77.57414
Banashankari Hunasemara,4jn,12.92097,77.57407
Banashankari Hunasemara,5ti,12.91966,77.57413
Banashankari Post Office,37i,12.92629,77.56991
Banashankari Post Office,3ve,12.92623,77.56995
Banaswadi Fire Station,4sg,13.01131,77.64604
Banawadi,557,13.11756,77.25544
Banawadi,qr,13.11759,77.25546
Bandaiahanapalya,1f7,13.17629,77.45281
Bandaiahanapalya,2jd,13.17612,77.45279
Bandapura,1hc,12.76981,77.72655
Bandapura,2p4,12.76982,77.72653
Bandapura Gate,22x,13.04174,77.74453
Bandapura Gate,5f9,13.04228,77.74459
Bande Bommasandra,39l,13.07664,77.68072
Bande Bommasandra,pp,13.07672,77.6809
Bande Bommasandra Cross,101,13.08122,77.68243
Bande Bommasandra Cross,60l,13.08121,77.68243
Bande Inorpalya,1qi,12.9366,77.36241
Bande Inorpalya,33p,12.93666,77.36236
Bande Kodigehalli,yn,13.17216,77.69082
Bande Kodigehalli palya,1gt,13.17346,77.7061
Bande Kodigehalli palya,6af,13.1735,77.7063
Bande Kodigehallipalya Cross,4yf,13.17275,77.691
Bande Kodigehallipalya Cross,5cy,13.17283,77.69107
Bande Maramma Bus Station,3lh,12.96712,77.51591
Bande Mutt Badavane Radiant Enclave,6nf,12.91277,77.47358
Bande Mutt Gate Kengeri,42o,12.91916,77.47743
Bande Mutt Gate Kengeri,mb,12.91902,77.47752
Bande Mutt Kunchugal,3yc,13.10656,77.25913
Bande kodigehalli,2u2,13.17202,77.69075
Bandi Reddy Circle,3co,12.99141,77.56384
Bandi Reddy Circle,eu,12.99141,77.56389
Bangarappa Nagara,2fs,12.92503,77.52658
Banglow Sulikere,1eq,12.93298,77.45186
Banglow Sulikere,1gw,12.93304,77.45183
Banjara Layout,5h0,13.03832,77.66516
Banjara Layout,5wq,13.03826,77.66533
Banjarapalya,4dg,12.83053,77.4857
Banjarapalya,60s,12.83047,77.48567
Bank Amruthahalli,4qz,13.06604,77.59824
Bank Amruthahalli,6ii,13.06601,77.5983
Bank Circle Bashettyhalli,3r8,13.258,77.55271
Bank Circle Bashettyhalli,4ys,13.25811,77.55281
Bank Colony,1r9,12.93864,77.55305
Bank Colony,tv,12.93861,77.55326
Bannerughatta Circle,2jw,12.81382,77.58103
Bannerughatta Circle,3ma,12.81386,77.58123
Bannerughatta Circle,xe,12.81368,77.58127
Bannerughatta National Park,1j0,12.80079,77.57787
Bannerughatta National Park,2uf,12.80092,77.57748
Bannigiri,2r6,12.75687,77.43645
Bannigiri,i7,12.75686,77.43642
Bannigiri Cross,2rv,12.74727,77.43325
Bannigiri Cross,3cq,12.74724,77.43327
Bannikuppe,667,12.847,77.38386
Bannikuppe,vp,12.84702,77.38389
Bannimangala,2yh,13.26019,77.58847
Bapuji Layout Saraswathi Nagara,47h,12.97203,77.52938
Bapujinagara,6gk,12.95321,77.54182
Baradi,622,13.17627,77.36671
Baraguru,3eo,12.95115,77.88386
Baraguru,3vk,12.95122,77.88394
Basammanahalli,55h,12.87519,77.35305
Basammanahalli Cross,54m,12.8747,77.35432
Basammanahalli Cross,km,12.87484,77.35435
Basappa Circle,3ku,12.95601,77.57728
Basappa Circle,5am,12.95636,77.57717
Basappa Circle,5q6,12.95624,77.57721
Basappa Layout Mattahalli,3e1,13.10653,77.45371
Basappa Layout Mattahalli,4lq,13.10656,77.45369
Basappanapalya,1rq,12.83133,77.50046
Basappanapalya,568,12.83134,77.50052
Basappanapalya Cross,2il,12.84253,77.50237
Basappanapalya Cross,vm,12.84255,77.50238
Basapura Electronic City,4za,12.86416,77.65023
Basava Gangotri Samsthe,2kz,12.88359,77.45044
Basavanagara,3ba,12.96664,77.68279
Basavanagara,o0,12.96682,77.68276
Basavanagara Kengeri,1ep,12.90096,77.46736
Basavanagara Kengeri,40r,12.90106,77.46733
Basavanagudi Police Station,13d,12.94172,77.57384
Basavanagudi Police Station,2ls,12.94158,77.57374
Basavanahalli,494,13.11038,77.38823
Basavanahalli,6ca,13.11034,77.3882
Basavanahalli Cross,23n,13.10223,77.38875
Basavanahalli Cross,3uh,13.10231,77.38869
Basavanapalya,1in,12.93227,77.40009
Basavanapalya,3kl,12.93213,77.40007
Basavanapura,1yv,13.22562,77.57649
Basavanapura,2ux,12.84977,77.3835
Basavanapura,5fy,13.22559,77.57657
Basavanapura,5lc,12.84986,77.38333
Basavanapura,5ps,12.84561,77.59433
Basavanapura,n4,12.84558,77.59433
Basavanapura Church,1l3,12.84671,77.59313
Basavanapura Gate,31w,12.8463,77.58821
Basavanapura Gate,5m4,12.8463,77.58818
Basavanna Devasthana CK Palya,2d2,12.84391,77.60611
Basavanna Devasthana CK Palya,52d,12.84393,77.60596
Basavanna Temple Hoovinayakanahalli,1tl,13.1679,77.6885
Basavanna Temple Hoovinayakanahalli,4br,13.16788,77.6886
Basavapatna,107,12.9702,77.17665
Basavapatna,5i,12.97027,77.17677
Basavenahalli,2h8,13.03853,77.31472
Basavenahalli,4yu,13.03857,77.31479
Basavenahalli Colony,2ly,13.03604,77.3141
Basavenahalli Colony,4ix,13.03607,77.31428
Basavenahalli Colony,590,13.03605,77.31433
Basaveshwara College,11h,12.99439,77.5528
Basaveshwara College,4p4,12.99436,77.55276
Basaveshwaranagara 2nd Phase,3he,12.90829,77.461
Basaveshwaranagara Banandur,1v8,12.75944,77.40372
Basaveshwaranagara Banandur,46k,12.75942,77.40367
Basaveshwaranagara New Bus Stand,1wc,12.98832,77.5336
Bashettalli,1av,13.26176,77.5527
Bashettalli,6jb,13.26164,77.5526
Bashyam Circle,5dj,13.00473,77.57848
Bashyam Circle,5md,13.00564,77.57862
Bashyam Circle Rajajinagara,1t5,12.98441,77.5544
Bashyam Circle Rajajinagara,3gs,12.98441,77.55398
Bashyam Circle Rajajinagara,3iw,12.98391,77.55412
Bashyam Circle Rajajinagara,5n4,12.98458,77.55414
Bashyam Circle Sadashivanagara,5zu,13.00628,77.57915
Bashyam Circle Sadashivanagara,js,13.0062,77.57905
Bata Show Room banashankari,1hn,12.92351,77.57006
Bata Show Room banashankari,3vn,12.92348,77.57008
Bayalahalli Gate(Bande kodigehalli),18j,13.17001,77.68996
Bayalahalli Gate(Bande kodigehalli),476,13.16998,77.69009
Bayalu Bandikhane,2di,13.29561,77.73617
Bayyanapalya,18u,12.87558,77.54374
Bayyanapalya,ao,12.87554,77.54355
Bayyandahalli,1iu,13.00608,77.44221
Bayyandahalli,68f,13.00609,77.44226
Bayyandahalli Colony,12n,13.00343,77.44231
Bayyandahalli Colony,1w7,13.00342,77.44235
Bayyappanahalli,2a,13.07154,77.7207
Bayyappanahalli,5iy,13.07164,77.7208
Bayyappanahalli Cross,3dd,12.98559,77.64255
Bayyappanahalli Cross,4hb,12.98525,77.64246
Bayyappanahalli Gate,2ud,12.99157,77.64327
Bayyappanahalli Gate,639,12.9916,77.6433
Bayyappanahalli Metro Station,60k,12.98967,77.65404
Bayyappanahalli Metro Station,68m,12.99001,77.65454
Bayyappanahalli Metro Station  Back Gate,2hi,12.99166,77.65212
Beedi Karmikara Colony,2cz,12.91906,77.471
Beedi Karmikara Colony,el,12.92003,77.47146
Beedi Karmikara Colony Gate,b4,12.92237,77.47478
Beedi Karmikara Colony Gate,xm,12.92228,77.47492
Beerahalli,6m5,13.15743,77.91538
Beerasandra Chapradakallu,1r1,13.28046,77.62049
Beerasandra Chapradakallu,1um,13.28005,77.62042
Beerawara,27r,13.06362,77.27445
Beereshwara Nagara,c5,12.88206,77.56537
Begihalli,59p,12.79796,77.60381
Begihalli,5cx,12.79788,77.60381
Beguru,2jz,13.13887,77.84328
Beguru,4yb,13.18351,77.67959
Beguru,l9,12.87361,77.62535
Beguru,m3,13.18348,77.67967
Beguru,pw,13.18356,77.67974
Beguru,u,12.87364,77.62515
Beguru Lake,396,12.87795,77.62532
Beguru Lake,43y,12.87783,77.62549
Beguru Nice Road Junction,14a,12.85446,77.60949
Beguru Nice Road Junction,2m1,12.85445,77.60943
Bekary Chunchaghatta,383,12.88652,77.57071
Bekary Chunchaghatta,603,12.88648,77.57068
Belagumba,1gr,12.9949,77.24643
Belenus Hospital Near Carmelram Gate,14t,12.90255,77.709
Belenus Hospital Near Carmelram Gate,2iw,12.90247,77.70891
Bellahalli,3l8,13.09923,77.64223
Bellahalli,8k,13.09913,77.64209
Bellahalli Cross,1dw,13.10124,77.63492
Bellahalli Cross,6ir,13.10196,77.63362
Bellahalli Cross,bb,13.10144,77.63606
Bellahalli Cross,o9,13.10207,77.63351
Bellahalli Cross THS Main Road,9j,13.10113,77.6351
Bellanduru City Light Appartment,2u0,12.92412,77.67278
Bellanduru City light Apartment,2xv,12.92493,77.67394
Bellanduru Gate SJP Road,1md,12.91858,77.66991
Bellanduru Gate SJP Road,37k,12.91864,77.66931
Bellanduru Petrol Bunk,2gu,12.92309,77.6705
Bellanduru Petrol Bunk,5yz,12.92322,77.6702
Bellathur,37d,13.00405,77.75706
Bellathur,3yq,13.00417,77.75694
Bellikere,17l,12.93031,77.79724
Bellikere,4jv,12.93038,77.79723
Bellikere Cross,4s4,12.93664,77.79729
Bendiganahalli,15i,13.2175,77.8312
Bendiganahalli,2no,13.06721,77.75758
Bendiganahalli,30t,12.81443,77.74051
Bendiganahalli,538,13.0671,77.75759
Bendiganahalli,6fr,13.21756,77.8313
Bendiganahalli Cross,2e6,13.20626,77.83458
Bendiganahalli Cross,30e,13.20652,77.83465
Bengaluru Central Jail,4pr,12.8737,77.66617
Bengaluru Central Jail,6et,12.87368,77.66638
Bengaluru Children Hospital,6o6,12.90986,77.51342
Bengaluru Children Hospital1,1p6,12.90994,77.51354
Bengaluru Dairy Circle,184,12.93716,77.60182
Bengaluru Dairy Circle,1r7,12.93535,77.60143
Bengaluru Dairy Circle,27f,12.93709,77.60105
Bengaluru Dairy Circle,3bm,12.93909,77.6021
Bengaluru Dairy Circle,3p9,12.93528,77.60129
Bengaluru High School,2yl,12.95209,77.56749
Bengaluru High School,32m,12.95325,77.56762
Bengaluru University Gate,1t9,12.93537,77.51269
Bengaluru University Gate,2nb,12.93582,77.51282
Bengaluru University Gate,5ok,12.93573,77.51332
Bengaluru University Quarters,2s6,12.95176,77.49972
Bengaluru University Quarters,3pz,12.95195,77.50025
Bennehalli,1ew,12.71652,77.38354
Benniganahalli,13g,12.99406,77.6632
Benniganahalli,h3,12.99428,77.6633
Benniganahalli Bridge,25c,12.99718,77.66274
Benniganahalli Bridge,3rq,12.99714,77.66288
Best County,1o7,13.08932,77.54467
Best County,528,13.08935,77.5447
Besthamanahalli,54q,12.73084,77.72668
Besthamanahalli,bh,12.73087,77.72666
Bethan Byatha,3qw,13.19002,77.48136
Bethan Byatha,62s,13.19007,77.48137
Bethimgere,6f2,12.85694,77.36489
Bethimgere Cross,1th,12.86714,77.36812
Bethimgere Cross,59v,12.86708,77.36815
Bettadasanapura,5r9,12.84158,77.63194
Bettadasanapura,68x,12.84157,77.63177
Bettahalasuru Circle,1zi,13.16112,77.61103
Bettahalasuru Circle,he,13.16108,77.61102
Bettahalasuru Cross,2o6,13.1571,77.62336
Bettahalasuru Cross,6j9,13.15656,77.62358
Bettahalasuru Cross,n2,13.15676,77.62261
Bettahalasuru Hospital,1an,13.15926,77.61143
Bettahalasuru Hospital,6mv,13.15922,77.61154
Bettahalasuru Village,190,13.16278,77.60861
Bettahalasuru Village,4we,13.16285,77.60857
Bettahalli,1a4,13.01679,77.4373
Bettahalli,259,13.16378,77.38642
Bettahalli,51z,13.16372,77.38641
Bettahalli Colony,1zj,13.1621,77.38436
Bettahalli Colony,2sj,13.01532,77.44321
Bettahalli Colony,695,13.16215,77.38433
Bettahalli Colony,oy,13.01531,77.44326
Bettahalli Cross,1vu,13.00817,77.43473
Bettahalli Cross,1yg,13.00812,77.4348
Bettahalli Gate,5ey,13.1821,77.83163
Bettahalli Gate,6bc,13.19325,77.81307
Bettahalli Kaval,2z0,12.73518,77.50918
Bettahalli Kaval,421,12.73521,77.50922
Bettahalli Layout,5nm,13.0924,77.55947
Bettahalli Layout,to,13.09238,77.55958
Bettahallipalya,567,13.16168,77.39285
Bettahallipalya,bv,13.16176,77.39286
Bettakote,2hq,13.19939,77.73921
Bettakote,6ej,13.19941,77.73925
Bettanahalli Site,5o6,13.21008,77.58793
Bettanahalli Site,5vq,13.21012,77.58795
Bettanapalya,1b0,12.91199,77.44335
Bettenahalli,1nk,13.20872,77.5882
Bettenahalli,99,13.20867,77.5882
Bevina Mara Kannamangala,2tw,13.02801,77.76027
Bevina Mara Kannamangala,50t,13.02809,77.76037
Bhadrappa Layout,3hs,13.0472,77.57339
Bhadrappa Layout,6ol,13.04762,77.57598
Bhagwan Mahaveer Jain Hospital,4tv,12.99059,77.59596
Bhagya Nagara,42l,12.86091,77.58543
Bhagya Nagara,5it,12.86084,77.58551
Bhaktharahalli,2nq,13.02044,77.79462
Bhaktharahalli,5kf,13.02196,77.79627
Bhaktharahalli,6is,13.02193,77.79627
Bhaktharahalli Cross,14h,13.01852,77.78438
Bhaktharahalli Cross,15s,13.01851,77.78448
Bhakthi Yoga Ashrama,57f,13.02256,77.68928
Bhakthi Yoga Ashrama,od,13.02262,77.6893
Bhakthipura Cross,1cs,12.75742,77.76182
Bhakthipura Cross,fz,12.75735,77.76188
Bhantaraguppe,4am,12.98786,77.27372
Bharath Nagara 1st Phase,41k,12.98117,77.48513
Bharath Nagara 1st Phase,6ng,12.98118,77.48508
Bharath Nagara 2nd Stage,1g5,12.97866,77.47789
Bharath Nagara 2nd Stage,kf,12.97868,77.47781
Bharath Petrol Bunk Thyamagondlu,42j,13.21928,77.29097
Bharathi Nagara,42u,13.13752,77.61764
Bharathi Nagara,4hy,13.1374,77.61746
Bharathi Nursing Home Jayanagara,2qr,12.93683,77.57396
Bharathi Nursing Home Jayanagara,4jm,12.9369,77.57404
Bharathnagara Sunkadakatte,2tp,12.97957,77.50205
Bharathnagara Sunkadakatte,xs,12.97958,77.50203
Bhartiya City Chokkanahalli,13j,13.08341,77.64253
Bhattarahalli,2u9,13.01951,77.70898
Bhattarahalli,f1,13.01892,77.70878
Bhattarahalli,xx,13.02046,77.70985
Bhattarahalli Bank Of India,50a,13.01521,77.70947
Bhattarahalli Cross,12e,13.01618,77.70932
Bhattarahalli Cross,499,13.01616,77.70931
Bhavani Nagara 2nd Stage,4na,12.96323,77.48182
Bhavani Nagara 2nd Stage,6db,12.96316,77.48186
Bhavani Nagara 2nd Stage Cross,5nh,12.96072,77.48821
Bhavani Nagara 2nd Stage Cross,614,12.96075,77.48813
Bheemajyothi Nagara Shankara Mutt,4au,13.00257,77.54096
Bheemajyothi Nagara Shankara Mutt,mo,13.00219,77.54073
Bheemanakuppe,5ik,12.90418,77.43814
Bheemanakuppe,vg,12.90409,77.43824
Bheemanakuppe Cross,5xn,12.89479,77.43676
Bheemanakuppe Cross,lb,12.89465,77.43682
Bhimakanahalli Gate,3xv,13.13531,77.85597
Bhimakanahalli Gate,6es,13.13529,77.85584
Bhodhana Hosahalli,11g,12.97884,77.80247
Bhodhana Hosahalli,5vs,12.97886,77.80248
Bhoganahalli,28z,12.92644,77.70108
Bhokipura,59t,12.73597,77.47426
